STT,Mã CK▲,Tên công ty,Ngành,Sàn,Khối lượng NY/ĐKGD
668,L14,CTCP Licogi 14,Hàng tiêu dùng và trang trí,HNX,30859515
669,L18,CTCP Đầu tư và Xây dựng Số 18,Tư liệu sản xuất,HNX,38116528
670,L35,CTCP Cơ khí Lắp máy Lilama,Tư liệu sản xuất,UPCoM,3265155
671,L40,CTCP Đầu Tư và Xây dựng 40,Tư liệu sản xuất,HNX,3600000
672,L43,CTCP Lilama 45.3,Tư liệu sản xuất,UPCoM,3500000
673,L44,CTCP Lilama 45.4,Tư liệu sản xuất,UPCoM,4000000
674,L45,CTCP Lilama 45.1,Tư liệu sản xuất,UPCoM,4800000
675,L61,CTCP Lilama 69-1,Tư liệu sản xuất,UPCoM,7576200
676,L62,CTCP Lilama 69-2,Tư liệu sản xuất,UPCoM,8298243
677,L63,CTCP Lilama 69-3,Tư liệu sản xuất,UPCoM,8279361
678,LAF,CTCP Chế biến hàng Xuất khẩu Long An,"Thực phẩm, đồ uống và thuốc lá",HOSE,15228019
679,LAI,CTCP Đầu Tư Xây dựng Long An IDICO,Phát triển và quản lý bất động sản,UPCoM,17100000
680,LAS,CTCP Supe Phốt phát và Hóa chất Lâm Thao,Nguyên vật liệu,HNX,112856400
681,LAW,CTCP Cấp thoát nước Long An,Dịch vụ tiện ích,UPCoM,12200000
682,LBE,CTCP Thương mại và Dịch vụ LVA,Truyền thông và giải trí,HNX,1999934
683,LBM,CTCP Khoáng sản và Vật liệu Xây dựng Lâm Đồng,Nguyên vật liệu,HOSE,40000000
684,LCC,CTCP Xi măng Hồng Phong,Nguyên vật liệu,UPCoM,5838999
685,LCD,CTCP Lắp máy - Thí nghiệm Cơ điện,Tư liệu sản xuất,HNX,1474000
686,LCG,CTCP Lizen,Tư liệu sản xuất,HOSE,195091170
687,LCM,CTCP Khai thác và Chế biến khoáng sản Lào Cai,Nguyên vật liệu,UPCoM,24633000
688,LCS,CTCP Licogi 166,Tư liệu sản xuất,UPCoM,7600000
689,LDG,CTCP Đầu tư LDG,Phát triển và quản lý bất động sản,HOSE,256972585
690,LDP,CTCP Dược Lâm Đồng (Ladophar),"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",HNX,12703167
691,LDW,CTCP Cấp thoát nước Lâm Đồng,Dịch vụ tiện ích,UPCoM,78800000
692,LG9,CTCP Cơ giới và Xây lắp Số 9,Tư liệu sản xuất,UPCoM,5026600
693,LGC,CTCP Đầu tư Cầu đường CII,Tư liệu sản xuất,HOSE,192854765
694,LGL,CTCP Đầu tư và Phát triển Đô thị Long Giang,Phát triển và quản lý bất động sản,HOSE,51500000
695,LGM,CTCP Giày da và May mặc Xuất khẩu,Hàng tiêu dùng và trang trí,UPCoM,11840000
696,LHC,CTCP Đầu tư và Xây dựng Thủy lợi Lâm Đồng,Tư liệu sản xuất,HNX,14400000
697,LHG,CTCP Long Hậu,Phát triển và quản lý bất động sản,HOSE,50012010
698,LIC,Tổng Công ty LICOGI - CTCP,Nguyên vật liệu,UPCoM,90000000
699,LIG,CTCP Licogi 13,Tư liệu sản xuất,HNX,95084569
700,LIX,CTCP Bột Giặt Lix,Đồ gia dụng và cá nhân,HOSE,64800000
701,LKW,CTCP Cấp nước Long Khánh,Dịch vụ tiện ích,UPCoM,2500000
702,LLM,Tổng Công ty Lắp máy Việt Nam - CTCP,Tư liệu sản xuất,UPCoM,79726104
703,LM3,CTCP Lilama 3,Tư liệu sản xuất,UPCoM,5150000
704,LM7,CTCP Lilama 7,Tư liệu sản xuất,UPCoM,5000000
705,LM8,CTCP Lilama 18,Tư liệu sản xuất,HOSE,9388682
706,LMC,CTCP Long Beach LMC,Nguyên vật liệu,UPCoM,1500000
707,LMH,CTCP Quốc Tế Holding,Phân phối và bán lẻ hàng lâu bền,UPCoM,25629995
708,LMI,CTCP Đầu tư Xây dựng Lắp máy IDICO,Tư liệu sản xuất,UPCoM,5500000
709,LNC,CTCP Lệ Ninh,Nguyên vật liệu,UPCoM,8230067
710,LO5,CTCP Lilama 5,Tư liệu sản xuất,UPCoM,5149791
711,LPT,CTCP Thương mại và Sản xuất Lập Phương Thành,Phân phối và bán lẻ hàng lâu bền,UPCoM,12000000
712,LQN,CTCP Licogi Quảng Ngãi,Nguyên vật liệu,UPCoM,1893540
713,LSG,CTCP Bất động sản Sài Gòn Vina,Phát triển và quản lý bất động sản,UPCoM,90000000
714,LSS,CTCP Mía Đường Lam Sơn,"Thực phẩm, đồ uống và thuốc lá",HOSE,80135051
715,LTC,CTCP Điện nhẹ Viễn Thông,Tư liệu sản xuất,UPCoM,4586000
716,LTG,CTCP Tập đoàn Lộc Trời,"Thực phẩm, đồ uống và thuốc lá",UPCoM,100741465
717,LUT,CTCP Đầu tư Xây dựng Lương Tài,Tư liệu sản xuất,UPCoM,15000000
718,M10,Tổng Công ty May 10 - CTCP,Hàng tiêu dùng và trang trí,UPCoM,31751000
719,MA1,CTCP Thiết bị,Phát triển và quản lý bất động sản,UPCoM,10050392
720,MAC,CTCP Tập đoàn Macstar,Vận tải,HNX,15139745
721,MAS,CTCP Dịch vụ Hàng không Sân bay Đà Nẵng,Vận tải,HNX,4267683
722,MBG,CTCP Tập đoàn MBG,Hàng tiêu dùng và trang trí,HNX,120218540
723,MBN,CTCP Môi trường và Công trình đô thị Bắc Ninh,Dịch vụ tiện ích,UPCoM,5750000
724,MBT,CTCP Bất động sản cho thuê Minh Bảo Tín,Phát triển và quản lý bất động sản,UPCoM,3800000
725,MCC,CTCP Gạch ngói Cao cấp,Nguyên vật liệu,HNX,5016124
726,MCF,CTCP Xây lắp Cơ khí và Lương thực Thực phẩm,"Thực phẩm, đồ uống và thuốc lá",HNX,10777838
727,MCG,CTCP Năng lượng và Bất động sản MCG,Tư liệu sản xuất,UPCoM,57510000
728,MCH,CTCP Hàng tiêu dùng Masan,"Thực phẩm, đồ uống và thuốc lá",UPCoM,1062364822
729,MCM,CTCP Giống Bò sữa Mộc Châu,"Thực phẩm, đồ uống và thuốc lá",HOSE,110000000
730,MCO,CTCP Đầu tư và Xây dựng BDC Việt Nam,Tư liệu sản xuất,HNX,4103929
731,MCP,CTCP In và Bao bì Mỹ Châu,Nguyên vật liệu,HOSE,18081053
732,MDA,CTCP Môi trường Đô thị Đông Anh,Dịch vụ tiện ích,UPCoM,1200000
733,MDC,CTCP Than Mông Dương - Vinacomin,Năng lượng,HNX,21418346
734,MDF,CTCP Gỗ MDF VRG - Quảng Trị,Nguyên vật liệu,UPCoM,55113595
735,MDG,CTCP Miền Đông,Nguyên vật liệu,HOSE,10889031
736,MEC,CTCP Cơ khí - Lắp máy Sông Đà,Tư liệu sản xuất,UPCoM,8353620
737,MED,CTCP Dược Trung ương Mediplantex,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",HNX,12410000
738,MEF,CTCP MEINFA,Hàng tiêu dùng và trang trí,UPCoM,4135097
739,MEL,CTCP Thép Mê Lin,Nguyên vật liệu,HNX,15000000
740,MES,CTCP Cơ điện Công trình,Tư liệu sản xuất,UPCoM,18600000
741,MFS,CTCP Dịch vụ Kỹ thuật Mobifone,Dịch vụ viễn thông,UPCoM,7062979
742,MGC,CTCP Địa chất mỏ - TKV,Năng lượng,UPCoM,10800000
743,MGG,Tổng Công ty Đức Giang - CTCP,Hàng tiêu dùng và trang trí,UPCoM,8999622
744,MGR,CTCP Tập đoàn MGROUP,Phát triển và quản lý bất động sản,UPCoM,20000000
745,MH3,CTCP Khu Công nghiệp Cao su Bình Long,Phát triển và quản lý bất động sản,UPCoM,24000000
746,MHC,CTCP MHC,Vận tải,HOSE,43476318
747,MHL,CTCP Minh Hữu Liên,Nguyên vật liệu,UPCoM,5430923
748,MIC,CTCP Kỹ nghệ Khoáng sản Quảng Nam,Nguyên vật liệu,HNX,5544946
749,MIE,Tổng Công ty Máy và Thiết bị Công nghiệp - CTCP,Tư liệu sản xuất,UPCoM,141991500
750,MIM,CTCP Khoáng sản và Cơ khí,Nguyên vật liệu,UPCoM,3409860
751,MKP,CTCP Hoá - Dược phẩm Mekophar,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",UPCoM,25545867
752,MKV,CTCP Dược thú Y Cai Lậy,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",HNX,5000038
753,MLC,CTCP Môi trường Đô thị Tỉnh Lào Cai,Dịch vụ tiện ích,UPCoM,4171175
754,MLS,CTCP Chăn nuôi - Mitraco,"Thực phẩm, đồ uống và thuốc lá",UPCoM,4000000
755,MML,CTCP Masan MeatLife,"Thực phẩm, đồ uống và thuốc lá",UPCoM,329052593
756,MNB,Tổng Công ty May Nhà Bè - CTCP,Hàng tiêu dùng và trang trí,UPCoM,20000000
757,MND,CTCP Môi trường Nam Định,Dịch vụ tiện ích,UPCoM,2194475
758,MPC,CTCP Tập đoàn Thủy sản Minh Phú,"Thực phẩm, đồ uống và thuốc lá",UPCoM,400938300
759,MPT,CTCP Tập đoàn MPT,Hàng tiêu dùng và trang trí,UPCoM,17107164
760,MPY,CTCP Môi trường Đô thị Phú Yên,Dịch vụ tiện ích,UPCoM,6143000
761,MQB,CTCP Môi trường và Phát triển Đô thị Quảng Bình,Dịch vụ tiện ích,UPCoM,3675675
762,MQN,CTCP Môi trường đô thị Quảng Ngãi,Dịch vụ tiện ích,UPCoM,7018925
763,MRF,CTCP Merufa,Xe và linh kiện,UPCoM,6796172
764,MSH,CTCP May Sông Hồng,Hàng tiêu dùng và trang trí,HOSE,75014100
765,MSN,CTCP Tập đoàn Masan,"Thực phẩm, đồ uống và thuốc lá",HOSE,1438351617
766,MSR,CTCP Masan High-Tech Materials,Nguyên vật liệu,UPCoM,1099155420
767,MST,CTCP Đầu tư MST,Tư liệu sản xuất,HNX,76004301
768,MTA,Tổng Công ty Khoáng sản và Thương mại Hà Tĩnh - CTCP,Nguyên vật liệu,UPCoM,110113591
769,MTB,CTCP Môi trường và Công trình Đô thị Tỉnh Thái Bình,Dịch vụ chuyên biệt và thương mại,UPCoM,6278259
770,MTC,CTCP Dịch vụ Du lịch Mỹ Trà,Dịch vụ tiêu dùng,UPCoM,5200000
771,MTG,CTCP MT Gas,Dịch vụ tiện ích,UPCoM,10450000
772,MTH,CTCP Môi trường Đô thị Hà Đông,Dịch vụ tiện ích,UPCoM,4787910
773,MTL,CTCP Dịch vụ Môi trường Đô thị Từ Liêm,Dịch vụ tiện ích,UPCoM,6000000
774,MTP,CTCP Dược Medipharco,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",UPCoM,7455406
775,MTS,CTCP Vật tư - TKV,Phân phối và bán lẻ hàng lâu bền,UPCoM,15000000
776,MTV,CTCP Dịch vụ Môi trường và Công trình Đô thị Vũng Tàu,Dịch vụ tiện ích,UPCoM,5400000
777,MTX,CTCP Công trình Đô thị Gò Công,Dịch vụ chuyên biệt và thương mại,UPCoM,645000
778,MVB,Tổng Công ty Công nghiệp mỏ Việt Bắc TKV - CTCP,Năng lượng,HNX,105000000
779,MVC,CTCP Vật liệu và Xây dựng Bình Dương,Nguyên vật liệu,UPCoM,100000000
780,MVN,Tổng Công ty Hàng hải Việt Nam - CTCP,Vận tải,UPCoM,6374700
781,MWG,CTCP Đầu tư Thế giới Di động,Phân phối và bán lẻ hàng lâu bền,HOSE,1462244177
782,MZG,CTCP Miza,Nguyên vật liệu,UPCoM,105915068
783,NAC,CTCP Tư vấn Xây dựng Tổng hợp,Dịch vụ chuyên biệt và thương mại,UPCoM,2835000
784,NAF,CTCP Nafoods Group,"Thực phẩm, đồ uống và thuốc lá",HOSE,55620348
785,NAG,CTCP Tập đoàn Nagakawa,Hàng tiêu dùng và trang trí,HNX,34177769
786,NAP,CTCP Cảng Nghệ Tĩnh,Vận tải,HNX,21517200
787,NAS,CTCP Dịch vụ Hàng không Sân bay Nội Bài,Vận tải,UPCoM,8315764
788,NAU,CTCP Môi trường Đô thị Nghệ An,Dịch vụ tiện ích,UPCoM,3669999
789,NAV,CTCP Nam Việt,Hàng tiêu dùng và trang trí,HOSE,8000000
790,NAW,CTCP Cấp nước Nghệ An,Dịch vụ tiện ích,UPCoM,37385983
791,NBB,CTCP Đầu tư Năm Bảy Bảy,Phát triển và quản lý bất động sản,HOSE,100475656
792,NBC,CTCP Than Núi Béo - Vinacomin,Năng lượng,HNX,36999124
793,NBE,CTCP Sách và Thiết bị Giáo dục Miền Bắc,Truyền thông và giải trí,UPCoM,5000000
794,NBP,CTCP Nhiệt điện Ninh Bình,Dịch vụ tiện ích,HNX,12865500
795,NBT,CTCP Cấp thoát nước Bến Tre,Dịch vụ tiện ích,UPCoM,29400000
796,NBW,CTCP Cấp nước Nhà Bè,Dịch vụ tiện ích,HNX,10900000
797,NCG,CTCP Tập đoàn Nova Consumer,"Thực phẩm, đồ uống và thuốc lá",UPCoM,119784325
798,NCS,CTCP Suất ăn Hàng không Nội Bài,Vận tải,UPCoM,17949098
799,NCT,CTCP Dịch vụ Hàng hóa Nội Bài,Vận tải,HOSE,26166940
800,ND2,CTCP Đầu tư và Phát triển Điện Miền Bắc 2,Dịch vụ tiện ích,UPCoM,49993960
801,NDC,CTCP Nam Dược,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",UPCoM,5964000
802,NDF,CTCP Chế biến Thực phẩm Nông sản xuất khẩu Nam Định,"Thực phẩm, đồ uống và thuốc lá",UPCoM,7853800
803,NDN,CTCP Đầu tư Phát triển Nhà Đà Nẵng,Phát triển và quản lý bất động sản,HNX,71657936
804,NDP,CTCP Dược phẩm 2/9,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",UPCoM,11100000
805,NDT,Tổng Công ty cổ phần Dệt May Nam Định,Hàng tiêu dùng và trang trí,UPCoM,15639976
806,NDW,CTCP Cấp nước Nam Định,Dịch vụ tiện ích,UPCoM,34311748
807,NDX,CTCP Xây lắp Phát triển Nhà Đà Nẵng,Tư liệu sản xuất,HNX,9987557
808,NED,CTCP Đầu tư và Phát triển Điện Tây Bắc,Dịch vụ tiện ích,UPCoM,40500000
809,NEM,CTCP Thiết bị điện Miền Bắc,Tư liệu sản xuất,UPCoM,8848500
810,NET,CTCP Bột giặt NET,Đồ gia dụng và cá nhân,HNX,22398374
811,NFC,CTCP Phân lân Ninh Bình,Nguyên vật liệu,HNX,15731260
812,NGC,CTCP Chế biến Thủy sản xuất khẩu Ngô Quyền,"Thực phẩm, đồ uống và thuốc lá",UPCoM,2299854
813,NHA,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị Nam Hà Nội,Tư liệu sản xuất,HOSE,44174520
814,NHC,CTCP Gạch ngói Nhị Hiệp,Nguyên vật liệu,HNX,3041542
815,NHH,CTCP Nhựa Hà Nội,Nguyên vật liệu,HOSE,72880000
816,NHP,CTCP Sản xuất Xuất nhập khẩu NHP,Nguyên vật liệu,UPCoM,27576490
817,NHT,CTCP Sản xuất và Thương mại Nam Hoa,Nguyên vật liệu,HOSE,24028169
818,NHV,CTCP Sức Khỏe Hồi Sinh Việt Nam,Dịch vụ chuyên biệt và thương mại,UPCoM,5480112
819,NJC,CTCP May Nam Định,Hàng tiêu dùng và trang trí,UPCoM,4750000
820,NKG,CTCP Thép Nam Kim,Nguyên vật liệu,HOSE,447570881
821,NLG,CTCP Đầu tư Nam Long,Phát triển và quản lý bất động sản,HOSE,385075304
822,NLS,CTCP Cấp thoát nước Lạng Sơn,Dịch vụ tiện ích,UPCoM,5009800
823,NNC,CTCP Đá Núi Nhỏ,Nguyên vật liệu,HOSE,21920000
824,NNT,CTCP Cấp nước Ninh Thuận,Dịch vụ tiện ích,UPCoM,9490841
825,NO1,CTCP Tập đoàn 911,Tư liệu sản xuất,HOSE,24000000
826,NOS,CTCP Vận tải biển và Thương mại Phương Đông,Vận tải,UPCoM,20056000
827,NQB,CTCP Cấp nước Quảng Bình,Dịch vụ tiện ích,UPCoM,17230204
828,NQN,CTCP Nước sạch Quảng Ninh,Dịch vụ tiện ích,UPCoM,50831593
829,NQT,CTCP Nước sạch Quảng Trị,Dịch vụ tiện ích,UPCoM,18233269
830,NRC,CTCP Tập Đoàn Danh Khôi,Phát triển và quản lý bất động sản,HNX,92597762
831,NS2,CTCP Nước sạch Số 2 Hà Nội,Dịch vụ tiện ích,UPCoM,56800000
832,NSC,CTCP Tập đoàn Giống cây trồng Việt Nam,"Thực phẩm, đồ uống và thuốc lá",HOSE,17586988
833,NSG,CTCP Nhựa Sài Gòn,Nguyên vật liệu,UPCoM,8639208
834,NSH,CTCP Tập Đoàn Nhôm Sông Hồng Shalumi,Nguyên vật liệu,HNX,20693437
835,NSL,CTCP Cấp nước Sơn La,Dịch vụ tiện ích,UPCoM,10000000
836,NSS,CTCP Nông Súc Sản Đồng Nai,"Thực phẩm, đồ uống và thuốc lá",UPCoM,10263942
837,NST,CTCP Ngân Sơn,"Thực phẩm, đồ uống và thuốc lá",HNX,11202003
838,NT2,CTCP Điện lực Dầu khí Nhơn Trạch 2,Dịch vụ tiện ích,HOSE,287876029
839,NTB,CTCP Đầu tư Xây dựng và Khai thác Công trình Giao thông 584,Tư liệu sản xuất,UPCoM,39779577
840,NTC,CTCP Khu Công nghiệp Nam Tân Uyên,Phát triển và quản lý bất động sản,UPCoM,23999980
841,NTF,CTCP Dược - Vật tư Y tế Nghệ An,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",UPCoM,6000000
842,NTH,CTCP Thủy điện Nước Trong,Dịch vụ tiện ích,HNX,10802053
843,NTL,CTCP Phát triển Đô thị Từ Liêm,Phát triển và quản lý bất động sản,HOSE,121979900
844,NTP,CTCP Nhựa Thiếu niên Tiền Phong,Nguyên vật liệu,HNX,142532284
845,NTT,CTCP Dệt - May Nha Trang,Hàng tiêu dùng và trang trí,UPCoM,23500000
846,NTW,CTCP Cấp nước Nhơn Trạch,Dịch vụ tiện ích,UPCoM,10000000
847,NUE,CTCP Môi trường Đô thị Nha Trang,Dịch vụ tiện ích,UPCoM,6000000
848,NVL,CTCP Tập đoàn Đầu tư Địa ốc No Va,Phát triển và quản lý bất động sản,HOSE,1950104538
849,NVP,CTCP Nước sạch Vĩnh Phúc,Dịch vụ tiện ích,UPCoM,10963000
850,NVT,CTCP Bất động sản Du lịch Ninh Vân Bay,Dịch vụ tiêu dùng,HOSE,90500000
851,NWT,CTCP Vận tải Newway,Vận tải,UPCoM,8500000
852,NXT,CTCP Sản xuất và Cung ứng Vật liệu Xây dựng Kon Tum,Nguyên vật liệu,UPCoM,6600000
853,OCH,CTCP One Capital Hospitality,"Thực phẩm, đồ uống và thuốc lá",HNX,200000000
854,ODE,CTCP Tập đoàn Truyền thông và Giải trí ODE,Truyền thông và giải trí,UPCoM,10000000
855,OGC,CTCP Tập đoàn Đại Dương,"Thực phẩm, đồ uống và thuốc lá",HOSE,300000000
856,OIL,Tổng Công ty Dầu Việt Nam - CTCP,Phân phối và bán lẻ hàng lâu bền,UPCoM,201425936
857,ONE,CTCP Công nghệ One,Dịch vụ viễn thông,HNX,7960310
858,ONW,CTCP Dịch vụ Một Thế Giới,Truyền thông và giải trí,UPCoM,2000000
859,OPC,CTCP Dược phẩm OPC,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",HOSE,64050892
860,PAC,CTCP Pin Ắc quy Miền Nam,Tư liệu sản xuất,HOSE,46471707
861,PAI,CTCP Công nghệ thông tin Viễn thông và Tự động hóa Dầu Khí,Phần mềm và dịch vụ,UPCoM,4235290
862,PAN,CTCP Tập đoàn PAN,"Thực phẩm, đồ uống và thuốc lá",HOSE,216294580
863,PAP,CTCP Dầu khí Đầu tư Khai thác Cảng Phước An,Vận tải,UPCoM,232000000
864,PAS,CTCP Quốc tế Phương Anh,Nguyên vật liệu,UPCoM,28049968
865,PAT,CTCP Phốt Pho Apatit Việt Nam,Nguyên vật liệu,UPCoM,25000000
866,PBC,CTCP Dược phẩm Trung Ương 1- Pharbaco,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",UPCoM,113299902
867,PBP,CTCP Bao bì Dầu khí Việt Nam,Nguyên vật liệu,HNX,4799516
868,PBT,CTCP Bao bì và Thương mại dầu khí Bình Sơn,Nguyên vật liệu,UPCoM,17522284
869,PC1,CTCP Tập Đoàn PC1,Tư liệu sản xuất,HOSE,357642121
870,PCC,CTCP Tập đoàn Xây lắp 1 - Petrolimex,Nguyên vật liệu,UPCoM,11500000
871,PCE,CTCP Phân bón và Hóa chất Dầu khí Miền Trung,Nguyên vật liệu,HNX,10000000
872,PCF,CTCP Cà phê PETEC,Phân phối và bán lẻ hàng lâu bền,UPCoM,3000000
873,PCG,CTCP Đầu tư Phát triển Gas Đô thị,Dịch vụ tiện ích,HNX,18870000
874,PCH,CTCP Nhựa Picomat,Nguyên vật liệu,HNX,24199964
875,PCM,CTCP Vật liệu Xây dựng Bưu điện,Nguyên vật liệu,UPCoM,4000000
876,PCT,CTCP Vận tải biển Global Pacific,Vận tải,HNX,50035493
877,PDB,CTCP Tập đoàn Đầu tư Din Capital,Nguyên vật liệu,HNX,8909981
878,PDC,CTCP Du lịch Dầu khí Phương Đông,Dịch vụ tiêu dùng,UPCoM,15000000
879,PDN,CTCP Cảng Đồng Nai,Vận tải,HOSE,37043908
880,PDR,CTCP Phát triển Bất động sản Phát Đạt,Phát triển và quản lý bất động sản,HOSE,873140083
881,PDV,CTCP Vận Tải Và Tiếp Vận Phương Đông Việt,Vận tải,UPCoM,66095966
882,PEC,CTCP Cơ khí Điện lực,Nguyên vật liệu,UPCoM,3115409
883,PEG,Tổng Công ty Thương mại Kỹ thuật và Đầu tư - CTCP,Phân phối và bán lẻ hàng lâu bền,UPCoM,231898919
884,PEN,CTCP Xây lắp III Petrolimex,Tư liệu sản xuất,HNX,5000000
885,PEQ,CTCP Thiết bị Xăng dầu Petrolimex,Phân phối và bán lẻ hàng lâu bền,UPCoM,4965514
886,PET,Tổng Công ty cổ phần Dịch vụ Tổng hợp Dầu khí,Phân phối và bán lẻ hàng lâu bền,HOSE,107334831
887,PFL,CTCP Dầu khí Đông Đô,Tư liệu sản xuất,UPCoM,50000000
888,PGC,Tổng Công ty Gas Petrolimex - CTCP,Dịch vụ tiện ích,HOSE,60342638
889,PGD,CTCP Phân phối khí thấp áp Dầu khí Việt Nam,Dịch vụ tiện ích,HOSE,98998266
890,PGN,CTCP Phụ Gia Nhựa,Nguyên vật liệu,HNX,9464859
891,PGS,CTCP Kinh doanh Khí Miền Nam,Dịch vụ tiện ích,HNX,50000000
892,PGT,CTCP PGT Holdings,Dịch vụ chuyên biệt và thương mại,HNX,9241801
893,PGV,Tổng Công ty Phát điện 3 - CTCP,Dịch vụ tiện ích,HOSE,1123468046
894,PHC,CTCP Xây dựng Phục Hưng Holdings,Tư liệu sản xuất,HOSE,50602094
895,PHH,CTCP Hồng Hà Việt Nam,Phát triển và quản lý bất động sản,UPCoM,20000000
896,PHN,CTCP Pin Hà Nội,Tư liệu sản xuất,HNX,7253911
897,PHP,CTCP Cảng Hải Phòng,Vận tải,UPCoM,326960000
898,PHR,CTCP Cao su Phước Hòa,Nguyên vật liệu,HOSE,135499198
899,PIA,CTCP Tin học Viễn thông Petrolimex,Phần mềm và dịch vụ,HNX,3900000
900,PIC,CTCP Đầu tư Điện lực 3,Dịch vụ tiện ích,HNX,33339891
901,PID,CTCP Trang Trí Nội Thất Dầu khí,Dịch vụ chuyên biệt và thương mại,UPCoM,4000000
902,PIS,Tổng Công ty Pisico Bình Định - CTCP,Nguyên vật liệu,UPCoM,27500000
903,PIT,CTCP Xuất nhập khẩu Petrolimex,Bán lẻ thực phẩm và nhu yếu phẩm,HOSE,15199345
904,PIV,CTCP PIV,Phân phối và bán lẻ hàng lâu bền,UPCoM,17324942
905,PJC,CTCP Thương mại và Vận tải Petrolimex Hà Nội,Phân phối và bán lẻ hàng lâu bền,HNX,7326928
906,PJS,CTCP Cấp nước Phú Hòa Tân,Dịch vụ tiện ích,UPCoM,9000000
907,PJT,CTCP Vận tải Xăng dầu đường Thủy Petrolimex,Năng lượng,HOSE,24882785
908,PLA,CTCP Đầu tư và Dịch vụ Hạ tầng Xăng dầu,Phát triển và quản lý bất động sản,UPCoM,10000000
909,PLC,Tổng Công ty Hóa dầu Petrolimex - CTCP,Nguyên vật liệu,HNX,80798839
910,PLE,CTCP Tư vấn Xây dựng Petrolimex,Dịch vụ chuyên biệt và thương mại,UPCoM,1215000
911,PLO,CTCP Kho Vận Petec,Phân phối và bán lẻ hàng lâu bền,UPCoM,7192550
912,PLP,CTCP Sản xuất và Công nghệ Nhựa Pha Lê,Nguyên vật liệu,HOSE,70000000
913,PLX,Tập đoàn Xăng Dầu Việt Nam,Phân phối và bán lẻ hàng lâu bền,HOSE,1293878081
914,PMB,CTCP Phân bón và Hóa chất Dầu khí Miền Bắc,Nguyên vật liệu,HNX,12000000
915,PMC,CTCP Dược phẩm Dược liệu Pharmedic,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",HNX,9332573
916,PMG,CTCP Đầu tư và Sản xuất Petro Miền Trung,Dịch vụ tiện ích,HOSE,46336278
917,PMJ,CTCP Vật tư Bưu Điện,Phân phối và bán lẻ hàng lâu bền,UPCoM,1800000
918,PMP,CTCP Bao bì đạm Phú Mỹ,Nguyên vật liệu,HNX,4200000
919,PMS,CTCP Cơ khí Xăng dầu,Phân phối và bán lẻ hàng lâu bền,HNX,7227662
920,PMT,CTCP Viễn thông TELVINA Việt Nam,Dịch vụ viễn thông,UPCoM,5000000
921,PMW,CTCP Cấp nước Phú Mỹ,Dịch vụ tiện ích,UPCoM,49999832
922,PNC,CTCP Văn hóa Phương Nam,Phân phối và bán lẻ hàng lâu bền,HOSE,11040241
923,PND,CTCP Xăng dầu Dầu khí Nam Định,Phân phối và bán lẻ hàng lâu bền,UPCoM,6666666
924,PNG,CTCP Thương mại Phú Nhuận,Dịch vụ tiêu dùng,UPCoM,9000000
925,PNJ,CTCP Vàng bạc Đá quý Phú Nhuận,Phân phối và bán lẻ hàng lâu bền,HOSE,338074776
926,PNP,CTCP Tân Cảng - Phú Hữu,Vận tải,UPCoM,16100000
927,PNT,CTCP Kỹ thuật Xây dựng Phú Nhuận,Phát triển và quản lý bất động sản,UPCoM,9282802
928,POB,CTCP Xăng dầu Dầu khí Thái Bình,Phân phối và bán lẻ hàng lâu bền,UPCoM,10900000
929,POM,CTCP Thép Pomina,Nguyên vật liệu,UPCoM,279676336
930,POS,"CTCP Dịch vụ Lắp đặt, Vận hành và Bảo dưỡng Công trình Dầu khí Biển PTSC",Năng lượng,UPCoM,40000000
931,POT,CTCP Thiết bị Bưu điện,Công nghệ phần cứng và thiết bị,HNX,19430006
932,POV,CTCP Xăng dầu Dầu khí Vũng Áng,Phân phối và bán lẻ hàng lâu bền,UPCoM,12499612
933,POW,Tổng Công ty Điện lực Dầu khí Việt Nam - CTCP,Dịch vụ tiện ích,HOSE,2341871600
934,PPC,CTCP Nhiệt điện Phả Lại,Dịch vụ tiện ích,HOSE,326235000
935,PPE,CTCP Tư vấn đầu tư PP Enterprise,Dịch vụ chuyên biệt và thương mại,HNX,2000000
936,PPH,Tổng Công ty cổ phần Phong Phú,Hàng tiêu dùng và trang trí,UPCoM,74670891
937,PPI,CTCP Đầu tư và Phát triển Dự án Hạ tầng Thái Bình Dương,Phát triển và quản lý bất động sản,UPCoM,48290629
938,PPP,CTCP Dược phẩm Phong Phú,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",HNX,8799991
939,PPS,CTCP Dịch vụ Kỹ thuật Điện lực Dầu khí Việt Nam,Tư liệu sản xuất,HNX,15000000
940,PPT,CTCP Petro Times,Phân phối và bán lẻ hàng lâu bền,HNX,18189988
941,PPY,CTCP Xăng dầu Dầu khí Phú Yên,Phân phối và bán lẻ hàng lâu bền,HNX,9343974
